product_id,product_name,category,cost_price,base_price,current_price,competitor_price,demand_level,inventory_level,season,quantity_sold,optimal_selling_price
1,Wireless Noise-Canceling Headphones,Electronics,45.0,99.99,103.54,93.06,2,20,1,34,102.08
2,Smart Fitness Watch,Electronics,30.0,69.99,65.42,76.31,1,170,3,29,68.78
3,Ergonomic Office Chair,Furniture,75.0,179.99,187.53,167.86,3,233,3,47,175.35
4,RGB Mechanical Gaming Keyboard,Electronics,28.0,59.99,60.24,62.21,2,16,3,38,63.92
5,Stainless Steel Thermal Water Bottle,Home & Kitchen,8.0,24.99,25.3,25.69,2,190,1,33,23.75
6,Organic Cotton Running T-Shirt,Apparel,6.5,19.99,19.1,18.94,2,182,3,40,18.4
7,Compact Cold Brew Coffee Maker,Home & Kitchen,15.0,39.99,37.5,40.2,1,29,4,34,42.32
8,Ultra-Slim 7-in-1 USB-C Hub,Accessories,12.0,34.99,36.08,40.21,2,122,4,42,39.3
9,Adjustable Aluminum Laptop Stand,Accessories,11.0,29.99,29.32,25.81,2,161,2,41,28.32
10,Water-Resistant Outdoor Backpack,Travel,22.0,54.99,57.04,57.27,2,186,3,41,52.55
1,Wireless Noise-Canceling Headphones,Electronics,45.0,99.99,100.14,110.35,3,239,2,60,106.41
2,Smart Fitness Watch,Electronics,30.0,69.99,73.14,71.23,3,189,3,54,71.74
3,Ergonomic Office Chair,Furniture,75.0,179.99,169.99,165.05,3,122,3,53,186.75
4,RGB Mechanical Gaming Keyboard,Electronics,28.0,59.99,55.4,51.96,2,163,1,45,56.78
5,Stainless Steel Thermal Water Bottle,Home & Kitchen,8.0,24.99,24.85,22.7,1,189,4,31,22.9
6,Organic Cotton Running T-Shirt,Apparel,6.5,19.99,18.59,22.94,2,160,4,54,22.44
7,Compact Cold Brew Coffee Maker,Home & Kitchen,15.0,39.99,37.14,44.34,1,35,4,32,43.31
8,Ultra-Slim 7-in-1 USB-C Hub,Accessories,12.0,34.99,31.9,34.49,1,213,2,44,30.84
9,Adjustable Aluminum Laptop Stand,Accessories,11.0,29.99,27.94,32.56,3,48,4,74,36.11
10,Water-Resistant Outdoor Backpack,Travel,22.0,54.99,53.71,47.36,1,110,1,24,49.64
1,Wireless Noise-Canceling Headphones,Electronics,45.0,99.99,105.13,100.92,1,16,2,30,98.27
2,Smart Fitness Watch,Electronics,30.0,69.99,64.43,70.06,2,31,1,50,73.52
3,Ergonomic Office Chair,Furniture,75.0,179.99,172.73,168.7,2,167,3,34,175.47
4,RGB Mechanical Gaming Keyboard,Electronics,28.0,59.99,55.6,68.92,2,207,2,51,59.75
5,Stainless Steel Thermal Water Bottle,Home & Kitchen,8.0,24.99,23.32,28.04,3,19,2,69,29.19
6,Organic Cotton Running T-Shirt,Apparel,6.5,19.99,18.08,20.02,1,197,1,41,17.58
7,Compact Cold Brew Coffee Maker,Home & Kitchen,15.0,39.99,41.11,43.24,2,167,1,33,41.29
8,Ultra-Slim 7-in-1 USB-C Hub,Accessories,12.0,34.99,31.63,36.98,2,112,1,38,35.79
9,Adjustable Aluminum Laptop Stand,Accessories,11.0,29.99,30.27,29.76,1,192,1,24,26.6
10,Water-Resistant Outdoor Backpack,Travel,22.0,54.99,52.46,56.73,1,227,1,33,49.23
1,Wireless Noise-Canceling Headphones,Electronics,45.0,99.99,102.34,93.47,3,142,2,54,106.3
2,Smart Fitness Watch,Electronics,30.0,69.99,76.61,67.01,2,56,1,29,68.8
3,Ergonomic Office Chair,Furniture,75.0,179.99,181.72,202.15,2,138,3,37,188.85
4,RGB Mechanical Gaming Keyboard,Electronics,28.0,59.99,55.06,52.98,2,141,2,49,57.19
5,Stainless Steel Thermal Water Bottle,Home & Kitchen,8.0,24.99,27.24,27.09,1,200,1,28,22.78
6,Organic Cotton Running T-Shirt,Apparel,6.5,19.99,21.9,18.58,1,223,2,24,17.44
7,Compact Cold Brew Coffee Maker,Home & Kitchen,15.0,39.99,42.81,38.31,2,124,1,40,39.32
8,Ultra-Slim 7-in-1 USB-C Hub,Accessories,12.0,34.99,31.81,38.68,2,58,3,46,36.47
9,Adjustable Aluminum Laptop Stand,Accessories,11.0,29.99,29.14,29.43,2,239,1,36,27.98
10,Water-Resistant Outdoor Backpack,Travel,22.0,54.99,50.74,53.34,2,228,4,58,54.13
1,Wireless Noise-Canceling Headphones,Electronics,45.0,99.99,103.79,99.34,2,241,2,46,93.75
2,Smart Fitness Watch,Electronics,30.0,69.99,63.81,79.28,1,121,4,43,74.39
3,Ergonomic Office Chair,Furniture,75.0,179.99,186.41,162.78,2,106,1,41,173.11
4,RGB Mechanical Gaming Keyboard,Electronics,28.0,59.99,62.72,67.04,2,139,1,29,62.81
5,Stainless Steel Thermal Water Bottle,Home & Kitchen,8.0,24.99,26.93,24.55,1,182,3,32,21.95
6,Organic Cotton Running T-Shirt,Apparel,6.5,19.99,20.96,21.33,1,186,3,25,18.15
7,Compact Cold Brew Coffee Maker,Home & Kitchen,15.0,39.99,41.5,41.41,2,201,2,36,38.12
8,Ultra-Slim 7-in-1 USB-C Hub,Accessories,12.0,34.99,35.98,31.3,3,243,1,51,33.1
9,Adjustable Aluminum Laptop Stand,Accessories,11.0,29.99,32.6,30.04,2,141,2,43,30.01
10,Water-Resistant Outdoor Backpack,Travel,22.0,54.99,52.14,62.75,1,72,4,39,57.65
1,Wireless Noise-Canceling Headphones,Electronics,45.0,99.99,94.69,98.76,3,129,1,59,105.06
2,Smart Fitness Watch,Electronics,30.0,69.99,69.95,73.21,1,120,1,23,67.16
3,Ergonomic Office Chair,Furniture,75.0,179.99,162.0,157.9,2,173,3,47,171.15
4,RGB Mechanical Gaming Keyboard,Electronics,28.0,59.99,61.84,59.2,2,226,1,33,56.09
5,Stainless Steel Thermal Water Bottle,Home & Kitchen,8.0,24.99,26.57,27.57,2,211,4,45,25.93
6,Organic Cotton Running T-Shirt,Apparel,6.5,19.99,19.8,17.58,2,15,3,34,19.98
7,Compact Cold Brew Coffee Maker,Home & Kitchen,15.0,39.99,38.83,41.59,3,155,3,54,42.99
8,Ultra-Slim 7-in-1 USB-C Hub,Accessories,12.0,34.99,32.47,37.27,2,42,3,40,35.9
9,Adjustable Aluminum Laptop Stand,Accessories,11.0,29.99,30.65,27.18,3,115,2,53,31.34
10,Water-Resistant Outdoor Backpack,Travel,22.0,54.99,50.68,53.58,3,229,1,61,55.69
1,Wireless Noise-Canceling Headphones,Electronics,45.0,99.99,99.0,104.74,3,49,4,77,116.39
2,Smart Fitness Watch,Electronics,30.0,69.99,69.05,71.78,3,214,2,62,72.09
3,Ergonomic Office Chair,Furniture,75.0,179.99,168.24,197.01,1,183,3,25,168.42
4,RGB Mechanical Gaming Keyboard,Electronics,28.0,59.99,64.98,64.71,2,102,3,34,61.88
5,Stainless Steel Thermal Water Bottle,Home & Kitchen,8.0,24.99,24.75,22.24,2,194,3,41,22.46
6,Organic Cotton Running T-Shirt,Apparel,6.5,19.99,19.25,21.41,2,70,2,42,20.56
7,Compact Cold Brew Coffee Maker,Home & Kitchen,15.0,39.99,37.67,42.56,2,250,2,53,38.56
8,Ultra-Slim 7-in-1 USB-C Hub,Accessories,12.0,34.99,38.2,35.03,2,97,1,33,35.01
9,Adjustable Aluminum Laptop Stand,Accessories,11.0,29.99,31.55,30.55,2,185,4,42,30.11
10,Water-Resistant Outdoor Backpack,Travel,22.0,54.99,55.36,61.22,2,18,1,30,60.36
1,Wireless Noise-Canceling Headphones,Electronics,45.0,99.99,90.5,89.35,2,66,3,43,95.73
2,Smart Fitness Watch,Electronics,30.0,69.99,67.0,64.75,3,191,3,53,67.66
3,Ergonomic Office Chair,Furniture,75.0,179.99,181.47,172.36,2,172,2,43,176.94
4,RGB Mechanical Gaming Keyboard,Electronics,28.0,59.99,56.84,65.11,3,88,1,51,68.01
5,Stainless Steel Thermal Water Bottle,Home & Kitchen,8.0,24.99,24.43,28.41,3,95,1,57,28.49
6,Organic Cotton Running T-Shirt,Apparel,6.5,19.99,21.11,22.21,3,248,3,49,21.35
7,Compact Cold Brew Coffee Maker,Home & Kitchen,15.0,39.99,40.36,41.23,3,64,3,41,42.66
8,Ultra-Slim 7-in-1 USB-C Hub,Accessories,12.0,34.99,38.23,37.46,1,25,4,34,37.29
9,Adjustable Aluminum Laptop Stand,Accessories,11.0,29.99,28.58,26.94,3,16,3,47,31.78
10,Water-Resistant Outdoor Backpack,Travel,22.0,54.99,59.7,56.59,3,175,3,49,59.78
1,Wireless Noise-Canceling Headphones,Electronics,45.0,99.99,101.44,95.73,3,96,2,65,107.06
2,Smart Fitness Watch,Electronics,30.0,69.99,65.22,70.89,2,104,2,46,70.35
3,Ergonomic Office Chair,Furniture,75.0,179.99,193.79,188.81,2,90,2,45,183.52
4,RGB Mechanical Gaming Keyboard,Electronics,28.0,59.99,59.69,61.09,3,181,1,51,59.97
5,Stainless Steel Thermal Water Bottle,Home & Kitchen,8.0,24.99,24.22,23.04,2,250,2,51,22.76
6,Organic Cotton Running T-Shirt,Apparel,6.5,19.99,19.27,22.48,3,113,3,54,22.6
7,Compact Cold Brew Coffee Maker,Home & Kitchen,15.0,39.99,38.25,44.92,3,110,4,70,48.15
8,Ultra-Slim 7-in-1 USB-C Hub,Accessories,12.0,34.99,33.73,30.61,1,212,1,28,29.53
9,Adjustable Aluminum Laptop Stand,Accessories,11.0,29.99,28.26,31.16,1,190,4,39,28.93
10,Water-Resistant Outdoor Backpack,Travel,22.0,54.99,59.15,58.97,2,224,1,32,53.19
1,Wireless Noise-Canceling Headphones,Electronics,45.0,99.99,104.93,89.6,2,99,1,36,95.83
2,Smart Fitness Watch,Electronics,30.0,69.99,74.11,71.21,2,73,3,35,70.48
3,Ergonomic Office Chair,Furniture,75.0,179.99,176.66,177.35,2,95,1,37,178.93
4,RGB Mechanical Gaming Keyboard,Electronics,28.0,59.99,54.06,63.95,1,205,1,31,54.87
5,Stainless Steel Thermal Water Bottle,Home & Kitchen,8.0,24.99,22.85,28.2,1,216,3,27,23.64
6,Organic Cotton Running T-Shirt,Apparel,6.5,19.99,19.52,21.92,1,55,2,29,19.21
7,Compact Cold Brew Coffee Maker,Home & Kitchen,15.0,39.99,39.12,43.56,2,177,2,42,41.42
8,Ultra-Slim 7-in-1 USB-C Hub,Accessories,12.0,34.99,38.25,38.84,2,17,2,47,38.36
9,Adjustable Aluminum Laptop Stand,Accessories,11.0,29.99,27.73,25.54,2,152,1,39,28.21
10,Water-Resistant Outdoor Backpack,Travel,22.0,54.99,59.43,52.41,2,180,2,46,53.96
1,Wireless Noise-Canceling Headphones,Electronics,45.0,99.99,93.21,91.61,3,64,1,61,105.59
2,Smart Fitness Watch,Electronics,30.0,69.99,74.91,79.07,3,133,1,55,78.37
3,Ergonomic Office Chair,Furniture,75.0,179.99,164.42,158.29,2,139,3,39,171.31
4,RGB Mechanical Gaming Keyboard,Electronics,28.0,59.99,56.8,56.12,1,64,3,33,54.9
5,Stainless Steel Thermal Water Bottle,Home & Kitchen,8.0,24.99,24.13,26.19,2,54,3,43,25.47
6,Organic Cotton Running T-Shirt,Apparel,6.5,19.99,18.67,18.87,3,197,4,67,20.71
7,Compact Cold Brew Coffee Maker,Home & Kitchen,15.0,39.99,38.87,42.14,2,137,4,45,43.3
8,Ultra-Slim 7-in-1 USB-C Hub,Accessories,12.0,34.99,34.9,30.88,2,35,3,40,35.01
9,Adjustable Aluminum Laptop Stand,Accessories,11.0,29.99,32.14,26.75,2,82,1,33,28.69
10,Water-Resistant Outdoor Backpack,Travel,22.0,54.99,58.83,57.16,3,163,4,55,64.45
1,Wireless Noise-Canceling Headphones,Electronics,45.0,99.99,94.25,86.09,2,243,4,52,94.09
2,Smart Fitness Watch,Electronics,30.0,69.99,68.49,78.21,2,234,3,37,68.88
3,Ergonomic Office Chair,Furniture,75.0,179.99,166.81,180.05,1,108,1,25,171.42
4,RGB Mechanical Gaming Keyboard,Electronics,28.0,59.99,61.36,53.98,2,129,2,36,57.59
5,Stainless Steel Thermal Water Bottle,Home & Kitchen,8.0,24.99,23.39,28.35,2,52,4,55,27.91
6,Organic Cotton Running T-Shirt,Apparel,6.5,19.99,21.04,18.38,2,74,1,35,19.35
7,Compact Cold Brew Coffee Maker,Home & Kitchen,15.0,39.99,41.34,40.2,3,114,4,74,44.69
8,Ultra-Slim 7-in-1 USB-C Hub,Accessories,12.0,34.99,36.03,30.83,3,177,3,47,36.38
9,Adjustable Aluminum Laptop Stand,Accessories,11.0,29.99,28.57,30.39,1,182,4,33,28.64
10,Water-Resistant Outdoor Backpack,Travel,22.0,54.99,55.17,52.95,3,147,4,74,61.31
1,Wireless Noise-Canceling Headphones,Electronics,45.0,99.99,107.34,99.6,2,169,1,32,99.83
2,Smart Fitness Watch,Electronics,30.0,69.99,65.31,61.11,2,69,2,48,66.44
3,Ergonomic Office Chair,Furniture,75.0,179.99,168.72,172.55,2,45,2,44,177.01
4,RGB Mechanical Gaming Keyboard,Electronics,28.0,59.99,55.35,63.14,2,166,2,50,61.25
5,Stainless Steel Thermal Water Bottle,Home & Kitchen,8.0,24.99,25.73,24.32,1,47,2,32,23.63
6,Organic Cotton Running T-Shirt,Apparel,6.5,19.99,18.58,17.99,3,147,4,80,21.97
7,Compact Cold Brew Coffee Maker,Home & Kitchen,15.0,39.99,40.5,34.21,2,184,3,40,35.42
8,Ultra-Slim 7-in-1 USB-C Hub,Accessories,12.0,34.99,35.74,34.69,2,71,4,47,36.96
9,Adjustable Aluminum Laptop Stand,Accessories,11.0,29.99,30.59,32.64,3,61,3,54,34.03
10,Water-Resistant Outdoor Backpack,Travel,22.0,54.99,56.05,47.88,2,48,1,42,52.15
1,Wireless Noise-Canceling Headphones,Electronics,45.0,99.99,90.32,100.67,3,190,4,82,105.78
2,Smart Fitness Watch,Electronics,30.0,69.99,75.61,72.09,3,151,1,43,74.7
3,Ergonomic Office Chair,Furniture,75.0,179.99,185.73,201.7,2,15,4,44,209.99
4,RGB Mechanical Gaming Keyboard,Electronics,28.0,59.99,54.51,60.53,1,220,4,39,57.08
5,Stainless Steel Thermal Water Bottle,Home & Kitchen,8.0,24.99,24.4,25.66,2,209,1,36,23.74
6,Organic Cotton Running T-Shirt,Apparel,6.5,19.99,21.05,22.45,1,168,4,34,20.68
7,Compact Cold Brew Coffee Maker,Home & Kitchen,15.0,39.99,36.03,42.91,1,148,1,26,38.2
8,Ultra-Slim 7-in-1 USB-C Hub,Accessories,12.0,34.99,37.12,34.03,1,124,3,24,32.2
9,Adjustable Aluminum Laptop Stand,Accessories,11.0,29.99,30.21,30.57,2,189,4,49,30.11
10,Water-Resistant Outdoor Backpack,Travel,22.0,54.99,58.11,54.7,2,157,4,42,58.17
1,Wireless Noise-Canceling Headphones,Electronics,45.0,99.99,95.07,94.19,2,195,4,52,97.32
2,Smart Fitness Watch,Electronics,30.0,69.99,72.22,75.19,2,194,2,34,67.75
3,Ergonomic Office Chair,Furniture,75.0,179.99,165.6,180.44,3,220,1,64,177.87
4,RGB Mechanical Gaming Keyboard,Electronics,28.0,59.99,55.08,53.61,3,126,1,68,60.49
5,Stainless Steel Thermal Water Bottle,Home & Kitchen,8.0,24.99,23.6,21.84,1,113,4,34,23.86
6,Organic Cotton Running T-Shirt,Apparel,6.5,19.99,20.38,22.66,3,178,4,65,23.93
7,Compact Cold Brew Coffee Maker,Home & Kitchen,15.0,39.99,37.6,41.87,3,88,2,72,43.83
8,Ultra-Slim 7-in-1 USB-C Hub,Accessories,12.0,34.99,33.11,31.52,1,76,1,29,32.23
9,Adjustable Aluminum Laptop Stand,Accessories,11.0,29.99,27.51,27.97,2,186,4,53,29.08
10,Water-Resistant Outdoor Backpack,Travel,22.0,54.99,49.66,58.35,3,155,3,62,61.2
1,Wireless Noise-Canceling Headphones,Electronics,45.0,99.99,101.17,102.48,2,223,3,38,94.93
2,Smart Fitness Watch,Electronics,30.0,69.99,69.36,67.97,1,59,4,45,68.95
3,Ergonomic Office Chair,Furniture,75.0,179.99,182.1,180.16,2,44,3,42,180.06
4,RGB Mechanical Gaming Keyboard,Electronics,28.0,59.99,60.89,63.48,3,159,4,63,70.83
5,Stainless Steel Thermal Water Bottle,Home & Kitchen,8.0,24.99,26.28,28.45,2,132,1,32,26.37
6,Organic Cotton Running T-Shirt,Apparel,6.5,19.99,19.52,21.72,1,194,2,32,18.51
7,Compact Cold Brew Coffee Maker,Home & Kitchen,15.0,39.99,39.29,38.23,2,194,3,38,36.93
8,Ultra-Slim 7-in-1 USB-C Hub,Accessories,12.0,34.99,36.21,38.36,1,60,4,35,35.92
9,Adjustable Aluminum Laptop Stand,Accessories,11.0,29.99,28.3,30.65,1,206,2,30,27.0
10,Water-Resistant Outdoor Backpack,Travel,22.0,54.99,59.09,50.15,1,78,3,24,49.14
1,Wireless Noise-Canceling Headphones,Electronics,45.0,99.99,92.12,112.59,2,184,4,50,104.65
2,Smart Fitness Watch,Electronics,30.0,69.99,70.57,60.38,2,173,3,33,66.15
3,Ergonomic Office Chair,Furniture,75.0,179.99,179.71,206.2,3,237,3,41,196.2
4,RGB Mechanical Gaming Keyboard,Electronics,28.0,59.99,57.35,54.99,2,28,4,53,64.54
5,Stainless Steel Thermal Water Bottle,Home & Kitchen,8.0,24.99,24.88,25.3,2,115,2,42,25.11
6,Organic Cotton Running T-Shirt,Apparel,6.5,19.99,20.06,18.88,1,187,2,31,17.18
7,Compact Cold Brew Coffee Maker,Home & Kitchen,15.0,39.99,36.8,38.33,3,62,3,59,42.5
8,Ultra-Slim 7-in-1 USB-C Hub,Accessories,12.0,34.99,34.05,34.98,1,194,3,32,30.74
9,Adjustable Aluminum Laptop Stand,Accessories,11.0,29.99,29.39,29.55,2,162,2,47,29.81
10,Water-Resistant Outdoor Backpack,Travel,22.0,54.99,58.33,55.9,3,65,2,51,60.34
1,Wireless Noise-Canceling Headphones,Electronics,45.0,99.99,104.76,99.18,1,122,4,38,99.86
2,Smart Fitness Watch,Electronics,30.0,69.99,70.47,66.12,2,79,1,43,68.44
3,Ergonomic Office Chair,Furniture,75.0,179.99,176.33,190.28,1,223,3,21,162.33
4,RGB Mechanical Gaming Keyboard,Electronics,28.0,59.99,58.01,57.49,2,222,3,40,55.45
5,Stainless Steel Thermal Water Bottle,Home & Kitchen,8.0,24.99,24.21,24.33,2,188,2,40,23.24
6,Organic Cotton Running T-Shirt,Apparel,6.5,19.99,20.14,22.86,2,98,4,46,22.41
7,Compact Cold Brew Coffee Maker,Home & Kitchen,15.0,39.99,42.19,39.35,1,172,3,15,37.94
8,Ultra-Slim 7-in-1 USB-C Hub,Accessories,12.0,34.99,35.97,39.49,2,171,4,50,39.0
9,Adjustable Aluminum Laptop Stand,Accessories,11.0,29.99,32.08,26.13,1,73,3,23,26.47
10,Water-Resistant Outdoor Backpack,Travel,22.0,54.99,56.58,51.22,2,235,3,39,50.27
1,Wireless Noise-Canceling Headphones,Electronics,45.0,99.99,104.95,100.62,2,57,2,42,100.24
2,Smart Fitness Watch,Electronics,30.0,69.99,66.28,64.78,2,206,1,39,63.83
3,Ergonomic Office Chair,Furniture,75.0,179.99,169.57,174.43,1,239,4,36,165.77
4,RGB Mechanical Gaming Keyboard,Electronics,28.0,59.99,63.17,52.49,2,54,1,35,56.99
5,Stainless Steel Thermal Water Bottle,Home & Kitchen,8.0,24.99,25.76,27.88,2,78,3,34,26.15
6,Organic Cotton Running T-Shirt,Apparel,6.5,19.99,20.1,18.01,1,106,3,27,18.33
7,Compact Cold Brew Coffee Maker,Home & Kitchen,15.0,39.99,39.73,44.44,3,155,4,77,47.68
8,Ultra-Slim 7-in-1 USB-C Hub,Accessories,12.0,34.99,35.63,34.53,2,239,4,56,34.68
9,Adjustable Aluminum Laptop Stand,Accessories,11.0,29.99,30.13,31.25,2,103,4,42,32.32
10,Water-Resistant Outdoor Backpack,Travel,22.0,54.99,54.35,52.78,2,92,1,36,54.11
1,Wireless Noise-Canceling Headphones,Electronics,45.0,99.99,89.99,109.45,3,103,3,60,113.75
2,Smart Fitness Watch,Electronics,30.0,69.99,76.25,69.51,1,125,3,23,65.88
3,Ergonomic Office Chair,Furniture,75.0,179.99,190.67,182.59,1,240,4,30,171.27
4,RGB Mechanical Gaming Keyboard,Electronics,28.0,59.99,58.67,57.8,2,123,2,46,59.11
5,Stainless Steel Thermal Water Bottle,Home & Kitchen,8.0,24.99,25.07,27.24,2,192,3,36,24.34
6,Organic Cotton Running T-Shirt,Apparel,6.5,19.99,21.22,19.47,3,61,2,63,21.06
7,Compact Cold Brew Coffee Maker,Home & Kitchen,15.0,39.99,41.08,41.4,2,174,4,48,42.99
8,Ultra-Slim 7-in-1 USB-C Hub,Accessories,12.0,34.99,31.84,35.36,1,41,3,30,32.71
9,Adjustable Aluminum Laptop Stand,Accessories,11.0,29.99,31.28,32.03,1,53,1,21,28.73
10,Water-Resistant Outdoor Backpack,Travel,22.0,54.99,58.28,63.2,2,217,1,35,54.78
1,Wireless Noise-Canceling Headphones,Electronics,45.0,99.99,96.6,110.3,3,29,3,55,117.36
2,Smart Fitness Watch,Electronics,30.0,69.99,65.68,77.16,3,227,1,56,72.33
3,Ergonomic Office Chair,Furniture,75.0,179.99,189.64,166.43,3,128,2,57,187.32
4,RGB Mechanical Gaming Keyboard,Electronics,28.0,59.99,63.24,60.37,3,136,4,64,69.11
5,Stainless Steel Thermal Water Bottle,Home & Kitchen,8.0,24.99,24.05,23.66,2,25,1,39,25.68
6,Organic Cotton Running T-Shirt,Apparel,6.5,19.99,18.79,22.31,3,70,1,63,22.21
7,Compact Cold Brew Coffee Maker,Home & Kitchen,15.0,39.99,39.46,34.17,3,164,1,51,41.37
8,Ultra-Slim 7-in-1 USB-C Hub,Accessories,12.0,34.99,35.56,36.99,2,54,3,39,35.79
9,Adjustable Aluminum Laptop Stand,Accessories,11.0,29.99,31.61,27.73,2,190,3,47,27.34
10,Water-Resistant Outdoor Backpack,Travel,22.0,54.99,56.37,47.73,2,194,1,31,48.96
1,Wireless Noise-Canceling Headphones,Electronics,45.0,99.99,92.51,91.97,3,216,3,60,96.4
2,Smart Fitness Watch,Electronics,30.0,69.99,72.64,67.01,1,245,1,21,60.75
3,Ergonomic Office Chair,Furniture,75.0,179.99,177.74,168.91,2,63,2,41,175.56
4,RGB Mechanical Gaming Keyboard,Electronics,28.0,59.99,59.61,66.61,2,235,2,43,58.88
5,Stainless Steel Thermal Water Bottle,Home & Kitchen,8.0,24.99,22.84,22.4,2,82,3,36,23.95
6,Organic Cotton Running T-Shirt,Apparel,6.5,19.99,20.01,21.39,3,173,3,55,22.37
7,Compact Cold Brew Coffee Maker,Home & Kitchen,15.0,39.99,37.9,42.64,2,152,4,55,43.51
8,Ultra-Slim 7-in-1 USB-C Hub,Accessories,12.0,34.99,36.85,31.36,2,119,3,41,33.54
9,Adjustable Aluminum Laptop Stand,Accessories,11.0,29.99,27.65,30.2,1,228,2,34,26.13
10,Water-Resistant Outdoor Backpack,Travel,22.0,54.99,51.6,47.27,2,114,4,55,55.02
1,Wireless Noise-Canceling Headphones,Electronics,45.0,99.99,100.51,106.03,2,108,2,42,102.41
2,Smart Fitness Watch,Electronics,30.0,69.99,76.01,63.87,2,242,1,33,63.49
3,Ergonomic Office Chair,Furniture,75.0,179.99,178.84,187.49,2,205,4,53,182.33
4,RGB Mechanical Gaming Keyboard,Electronics,28.0,59.99,54.69,62.09,2,202,1,36,57.18
5,Stainless Steel Thermal Water Bottle,Home & Kitchen,8.0,24.99,26.66,21.83,1,147,1,26,22.19
6,Organic Cotton Running T-Shirt,Apparel,6.5,19.99,18.76,20.93,2,60,4,56,21.59
7,Compact Cold Brew Coffee Maker,Home & Kitchen,15.0,39.99,41.96,43.18,2,187,4,45,41.12
8,Ultra-Slim 7-in-1 USB-C Hub,Accessories,12.0,34.99,32.22,38.06,2,144,3,38,36.22
9,Adjustable Aluminum Laptop Stand,Accessories,11.0,29.99,30.93,30.3,2,105,3,23,30.11
10,Water-Resistant Outdoor Backpack,Travel,22.0,54.99,58.78,53.54,2,226,3,30,51.15
1,Wireless Noise-Canceling Headphones,Electronics,45.0,99.99,102.16,101.88,1,211,3,23,90.76
2,Smart Fitness Watch,Electronics,30.0,69.99,62.99,60.22,2,19,2,53,69.39
3,Ergonomic Office Chair,Furniture,75.0,179.99,197.75,169.29,2,71,2,39,175.71
4,RGB Mechanical Gaming Keyboard,Electronics,28.0,59.99,63.85,63.4,2,156,2,39,61.35
5,Stainless Steel Thermal Water Bottle,Home & Kitchen,8.0,24.99,22.96,24.69,1,82,3,32,23.14
6,Organic Cotton Running T-Shirt,Apparel,6.5,19.99,19.19,20.41,2,70,1,38,20.16
7,Compact Cold Brew Coffee Maker,Home & Kitchen,15.0,39.99,41.78,43.5,1,226,1,22,36.93
8,Ultra-Slim 7-in-1 USB-C Hub,Accessories,12.0,34.99,35.52,30.57,1,212,3,24,29.17
9,Adjustable Aluminum Laptop Stand,Accessories,11.0,29.99,31.89,29.24,3,237,2,56,30.6
10,Water-Resistant Outdoor Backpack,Travel,22.0,54.99,56.46,57.17,1,149,1,17,52.11
1,Wireless Noise-Canceling Headphones,Electronics,45.0,99.99,101.29,94.8,2,54,1,31,97.91
2,Smart Fitness Watch,Electronics,30.0,69.99,76.58,75.3,2,38,2,26,75.72
3,Ergonomic Office Chair,Furniture,75.0,179.99,177.54,195.45,1,101,1,20,175.36
4,RGB Mechanical Gaming Keyboard,Electronics,28.0,59.99,57.14,58.16,2,193,2,47,55.7
5,Stainless Steel Thermal Water Bottle,Home & Kitchen,8.0,24.99,26.3,24.85,1,116,2,16,23.46
6,Organic Cotton Running T-Shirt,Apparel,6.5,19.99,18.96,18.59,2,190,1,35,18.26
7,Compact Cold Brew Coffee Maker,Home & Kitchen,15.0,39.99,36.89,38.95,2,63,3,38,39.57
8,Ultra-Slim 7-in-1 USB-C Hub,Accessories,12.0,34.99,36.88,31.52,2,225,4,51,33.48
9,Adjustable Aluminum Laptop Stand,Accessories,11.0,29.99,30.73,29.45,3,74,2,58,32.35
10,Water-Resistant Outdoor Backpack,Travel,22.0,54.99,50.43,58.94,1,173,2,32,54.01
1,Wireless Noise-Canceling Headphones,Electronics,45.0,99.99,106.39,85.4,2,43,3,34,94.15
2,Smart Fitness Watch,Electronics,30.0,69.99,65.92,70.79,1,148,3,29,66.23
3,Ergonomic Office Chair,Furniture,75.0,179.99,184.42,206.57,2,186,1,30,179.18
4,RGB Mechanical Gaming Keyboard,Electronics,28.0,59.99,60.31,55.59,1,66,3,32,53.7
5,Stainless Steel Thermal Water Bottle,Home & Kitchen,8.0,24.99,25.76,21.3,2,84,3,37,23.51
6,Organic Cotton Running T-Shirt,Apparel,6.5,19.99,21.46,20.89,1,112,1,23,19.46
7,Compact Cold Brew Coffee Maker,Home & Kitchen,15.0,39.99,39.87,41.15,1,65,4,29,39.52
8,Ultra-Slim 7-in-1 USB-C Hub,Accessories,12.0,34.99,37.95,32.94,2,205,2,37,32.12
9,Adjustable Aluminum Laptop Stand,Accessories,11.0,29.99,27.1,31.65,2,92,2,61,30.65
10,Water-Resistant Outdoor Backpack,Travel,22.0,54.99,52.53,47.76,2,114,1,40,52.1
1,Wireless Noise-Canceling Headphones,Electronics,45.0,99.99,108.87,113.46,1,102,4,30,104.47
2,Smart Fitness Watch,Electronics,30.0,69.99,76.44,72.35,2,73,4,43,75.19
3,Ergonomic Office Chair,Furniture,75.0,179.99,170.64,161.24,3,247,3,55,175.54
4,RGB Mechanical Gaming Keyboard,Electronics,28.0,59.99,60.96,63.3,1,50,3,26,58.1
5,Stainless Steel Thermal Water Bottle,Home & Kitchen,8.0,24.99,26.98,28.06,2,247,2,36,24.64
6,Organic Cotton Running T-Shirt,Apparel,6.5,19.99,18.62,17.4,2,199,1,37,17.82
